time_input,IPTG_pre,aTc_pre,Var4,Var5
0,1,0,0.8,20
1,1,0,0.8,20
2,1,0,0.8,20
3,1,0,0.8,20
4,1,0,0.8,20
5,1,0,0.8,20
6,1,0,0.8,20
7,1,0,0.8,20
8,1,0,0.8,20
9,1,0,0.8,20
10,1,0,0.8,20
11,1,0,0.8,20
12,1,0,0.8,20
13,1,0,0.8,20
14,1,0,0.8,20
15,1,0,0.8,20
16,1,0,0.8,20
17,1,0,0.8,20
18,1,0,0.8,20
19,1,0,0.8,20
20,1,0,0.8,20
21,1,0,0.8,20
22,1,0,0.8,20
23,1,0,0.8,20
24,1,0,0.8,20
25,1,0,0.8,20
26,1,0,0.8,20
27,1,0,0.8,20
28,1,0,0.8,20
29,1,0,0.8,20
30,1,0,0.8,20
31,1,0,0.8,20
32,1,0,0.8,20
33,1,0,0.8,20
34,1,0,0.8,20
35,1,0,0.8,20
36,1,0,0.8,20
37,1,0,0.8,20
38,1,0,0.8,20
39,1,0,0.8,20
40,1,0,0.8,20
41,1,0,0.8,20
42,1,0,0.8,20
43,1,0,0.8,20
44,1,0,0.8,20
45,1,0,0.8,20
46,1,0,0.8,20
47,1,0,0.8,20
48,1,0,0.8,20
49,1,0,0.8,20
50,1,0,0.8,20
51,1,0,0.8,20
52,1,0,0.8,20
53,1,0,0.8,20
54,1,0,0.8,20
55,1,0,0.8,20
56,1,0,0.8,20
57,1,0,0.8,20
58,1,0,0.8,20
59,1,0,0.8,20
60,1,0,0.8,20
61,1,0,0.8,20
62,1,0,0.8,20
63,1,0,0.8,20
64,1,0,0.8,20
65,1,0,0.8,20
66,1,0,0.8,20
67,1,0,0.8,20
68,1,0,0.8,20
69,1,0,0.8,20
70,1,0,0.8,20
71,1,0,0.8,20
72,1,0,0.8,20
73,1,0,0.8,20
74,1,0,0.8,20
75,1,0,0.8,20
76,1,0,0.8,20
77,1,0,0.8,20
78,1,0,0.8,20
79,1,0,0.8,20
80,1,0,0.8,20
81,1,0,0.8,20
82,1,0,0.8,20
83,1,0,0.8,20
84,1,0,0.8,20
85,1,0,0.8,20
86,1,0,0.8,20
87,1,0,0.8,20
88,1,0,0.8,20
89,1,0,0.8,20
90,1,0,0.8,20
91,1,0,0.8,20
92,1,0,0.8,20
93,1,0,0.8,20
94,1,0,0.8,20
95,1,0,0.8,20
96,1,0,0.8,20
97,1,0,0.8,20
98,1,0,0.8,20
99,1,0,0.8,20
100,1,0,0.8,20
101,1,0,0.8,20
102,1,0,0.8,20
103,1,0,0.8,20
104,1,0,0.8,20
105,1,0,0.8,20
106,1,0,0.8,20
107,1,0,0.8,20
108,1,0,0.8,20
109,1,0,0.8,20
110,1,0,0.8,20
111,1,0,0.8,20
112,1,0,0.8,20
113,1,0,0.8,20
114,1,0,0.8,20
115,1,0,0.8,20
116,1,0,0.8,20
117,1,0,0.8,20
118,1,0,0.8,20
119,1,0,0.8,20
120,1,0,0.8,20
121,1,0,0.8,20
122,1,0,0.8,20
123,1,0,0.8,20
124,1,0,0.8,20
125,1,0,0.8,20
126,1,0,0.8,20
127,1,0,0.8,20
128,1,0,0.8,20
129,1,0,0.8,20
130,1,0,0.8,20
131,1,0,0.8,20
132,1,0,0.8,20
133,1,0,0.8,20
134,1,0,0.8,20
135,1,0,0.8,20
136,1,0,0.8,20
137,1,0,0.8,20
138,1,0,0.8,20
139,1,0,0.8,20
140,1,0,0.8,20
141,1,0,0.8,20
142,1,0,0.8,20
143,1,0,0.8,20
144,1,0,0.8,20
145,1,0,0.8,20
146,1,0,0.8,20
147,1,0,0.8,20
148,1,0,0.8,20
149,1,0,0.8,20
150,1,0,0.8,20
151,1,0,0.8,20
152,1,0,0.8,20
153,1,0,0.8,20
154,1,0,0.8,20
155,1,0,0.8,20
156,1,0,0.8,20
157,1,0,0.8,20
158,1,0,0.8,20
159,1,0,0.8,20
160,1,0,0.8,20
161,1,0,0.8,20
