time_input,IPTG_pre,aTc_pre,Var4,Var5
0,0,100,1,0
1,0,100,1,0
2,0,100,1,0
3,0,100,1,0
4,0,100,1,0
5,0,100,1,0
6,0,100,1,0
7,0,100,1,0
8,0,100,1,0
9,0,100,1,0
10,0,100,1,0
11,0,100,1,0
12,0,100,1,0
13,0,100,1,0
14,0,100,1,0
15,0,100,1,0
16,0,100,1,0
17,0,100,1,0
18,0,100,1,0
19,0,100,1,0
20,0,100,1,0
21,0,100,1,0
22,0,100,1,0
23,0,100,1,0
24,0,100,1,0
25,0,100,1,0
26,0,100,1,0
27,0,100,1,0
28,0,100,1,0
29,0,100,1,0
30,0,100,1,0
31,0,100,1,0
32,0,100,1,0
33,0,100,1,0
34,0,100,1,0
35,0,100,1,0
36,0,100,1,0
37,0,100,1,0
38,0,100,1,0
39,0,100,1,0
40,0,100,1,0
41,0,100,1,0
42,0,100,1,0
43,0,100,1,0
44,0,100,1,0
45,0,100,1,0
46,0,100,1,0
47,0,100,1,0
48,0,100,1,0
49,0,100,1,0
50,0,100,1,0
51,0,100,1,0
52,0,100,1,0
53,0,100,1,0
54,0,100,1,0
55,0,100,1,0
56,0,100,1,0
57,0,100,1,0
58,0,100,1,0
59,0,100,1,0
60,0,100,1,0
61,0,100,1,0
62,0,100,1,0
63,0,100,1,0
64,0,100,1,0
65,0,100,1,0
66,0,100,1,0
67,0,100,1,0
68,0,100,1,0
69,0,100,1,0
70,0,100,1,0
71,0,100,1,0
72,0,100,1,0
73,0,100,1,0
74,0,100,1,0
75,0,100,1,0
76,0,100,1,0
77,0,100,1,0
78,0,100,1,0
79,0,100,1,0
80,0,100,1,0
81,0,100,1,0
82,0,100,1,0
83,0,100,1,0
84,0,100,1,0
85,0,100,1,0
86,0,100,1,0
87,0,100,1,0
88,0,100,1,0
89,0,100,1,0
90,0,100,1,0
91,0,100,1,0
92,0,100,1,0
93,0,100,1,0
94,0,100,1,0
95,0,100,1,0
96,0,100,1,0
97,0,100,1,0
98,0,100,1,0
99,0,100,1,0
100,0,100,1,0
101,0,100,1,0
102,0,100,1,0
103,0,100,1,0
104,0,100,1,0
105,0,100,1,0
106,0,100,1,0
107,0,100,1,0
108,0,100,1,0
109,0,100,1,0
110,0,100,1,0
111,0,100,1,0
112,0,100,1,0
113,0,100,1,0
114,0,100,1,0
115,0,100,1,0
116,0,100,1,0
117,0,100,1,0
118,0,100,1,0
119,0,100,1,0
120,0,100,1,0
121,0,100,1,0
122,0,100,1,0
123,0,100,1,0
124,0,100,1,0
125,0,100,1,0
126,0,100,1,0
127,0,100,1,0
128,0,100,1,0
129,0,100,1,0
130,0,100,1,0
131,0,100,1,0
132,0,100,1,0
133,0,100,1,0
134,0,100,1,0
135,0,100,1,0
136,0,100,1,0
137,0,100,1,0
138,0,100,1,0
139,0,100,1,0
140,0,100,1,0
141,0,100,1,0
142,0,100,1,0
143,0,100,1,0
144,0,100,1,0
145,0,100,1,0
146,0,100,1,0
147,0,100,1,0
148,0,100,1,0
149,0,100,1,0
150,0,100,1,0
151,0,100,1,0
152,0,100,1,0
153,0,100,1,0
154,0,100,1,0
155,0,100,1,0
156,0,100,1,0
157,0,100,1,0
158,0,100,1,0
159,0,100,1,0
160,0,100,1,0
161,0,100,1,0
162,0,100,1,0
163,0,100,1,0
164,0,100,1,0
165,0,100,1,0
166,0,100,1,0
167,0,100,1,0
168,0,100,1,0
169,0,100,1,0
170,0,100,1,0
171,0,100,1,0
172,0,100,1,0
173,0,100,1,0
174,0,100,1,0
175,0,100,1,0
176,0,100,1,0
177,0,100,1,0
178,0,100,1,0
179,0,100,1,0
180,0,100,1,0
181,0,100,1,0
182,0,100,1,0
183,0,100,1,0
184,0,100,1,0
185,0,100,1,0
186,0,100,1,0
187,0,100,1,0
188,0,100,1,0
189,0,100,1,0
190,0,100,1,0
191,0,100,1,0
192,0,100,1,0
193,0,100,1,0
194,0,100,1,0
195,0,100,1,0
196,0,100,1,0
197,0,100,1,0
198,0,100,1,0
199,0,100,1,0
200,0,100,1,0
201,0,100,1,0
202,0,100,1,0
203,0,100,1,0
204,0,100,1,0
205,0,100,1,0
206,0,100,1,0
207,0,100,1,0
208,0,100,1,0
209,0,100,1,0
210,0,100,1,0
211,0,100,1,0
212,0,100,1,0
213,0,100,1,0
214,0,100,1,0
215,0,100,1,0
216,0,100,1,0
217,0,100,1,0
218,0,100,1,0
219,0,100,1,0
220,0,100,1,0
221,0,100,1,0
222,0,100,1,0
223,0,100,1,0
224,0,100,1,0
225,0,100,1,0
226,0,100,1,0
227,0,100,1,0
228,0,100,1,0
229,0,100,1,0
230,0,100,1,0
231,0,100,1,0
232,0,100,1,0
233,0,100,1,0
234,0,100,1,0
235,0,100,1,0
236,0,100,1,0
237,0,100,1,0
238,0,100,1,0
239,0,100,1,0
240,0,100,1,0
241,0,100,1,0
242,0,100,1,0
243,0,100,1,0
244,0,100,1,0
245,0,100,1,0
246,0,100,1,0
247,0,100,1,0
248,0,100,1,0
249,0,100,1,0
250,0,100,1,0
251,0,100,1,0
252,0,100,1,0
253,0,100,1,0
254,0,100,1,0
255,0,100,1,0
256,0,100,1,0
257,0,100,1,0
258,0,100,1,0
259,0,100,1,0
260,0,100,1,0
261,0,100,1,0
262,0,100,1,0
263,0,100,1,0
264,0,100,1,0
265,0,100,1,0
266,0,100,1,0
267,0,100,1,0
268,0,100,1,0
269,0,100,1,0
270,0,100,1,0
271,0,100,1,0
272,0,100,1,0
273,0,100,1,0
274,0,100,1,0
275,0,100,1,0
276,0,100,1,0
277,0,100,1,0
278,0,100,1,0
279,0,100,1,0
280,0,100,1,0
281,0,100,1,0
282,0,100,1,0
283,0,100,1,0
284,0,100,1,0
285,0,100,1,0
286,0,100,1,0
287,0,100,1,0
288,0,100,1,0
289,0,100,1,0
290,0,100,1,0
291,0,100,1,0
292,0,100,1,0
293,0,100,1,0
294,0,100,1,0
295,0,100,1,0
296,0,100,1,0
297,0,100,1,0
298,0,100,1,0
299,0,100,1,0
300,0,100,1,0
301,0,100,1,0
302,0,100,1,0
303,0,100,1,0
304,0,100,1,0
305,0,100,1,0
306,0,100,1,0
307,0,100,1,0
308,0,100,1,0
309,0,100,1,0
310,0,100,1,0
311,0,100,1,0
312,0,100,1,0
313,0,100,1,0
314,0,100,1,0
315,0,100,1,0
316,0,100,1,0
317,0,100,1,0
318,0,100,1,0
319,0,100,1,0
320,0,100,1,0
321,0,100,1,0
322,0,100,1,0
323,0,100,1,0
324,0,100,1,0
325,0,100,1,0
326,0,100,1,0
327,0,100,1,0
328,0,100,1,0
329,0,100,1,0
330,0,100,1,0
331,0,100,1,0
332,0,100,1,0
333,0,100,1,0
334,0,100,1,0
335,0,100,1,0
336,0,100,1,0
337,0,100,1,0
338,0,100,1,0
339,0,100,1,0
340,0,100,1,0
341,0,100,1,0
342,0,100,1,0
343,0,100,1,0
344,0,100,1,0
345,0,100,1,0
346,0,100,1,0
347,0,100,1,0
348,0,100,1,0
349,0,100,1,0
350,0,100,1,0
351,0,100,1,0
352,0,100,1,0
353,0,100,1,0
354,0,100,1,0
355,0,100,1,0
356,0,100,1,0
357,0,100,1,0
358,0,100,1,0
359,0,100,1,0
360,0,100,1,0
361,0,100,1,0
362,0,100,1,0
363,0,100,1,0
364,0,100,1,0
365,0,100,1,0
366,0,100,1,0
367,0,100,1,0
368,0,100,1,0
369,0,100,1,0
370,0,100,1,0
371,0,100,1,0
372,0,100,1,0
373,0,100,1,0
374,0,100,1,0
375,0,100,1,0
376,0,100,1,0
377,0,100,1,0
378,0,100,1,0
379,0,100,1,0
380,0,100,1,0
381,0,100,1,0
382,0,100,1,0
383,0,100,1,0
384,0,100,1,0
385,0,100,1,0
386,0,100,1,0
387,0,100,1,0
388,0,100,1,0
389,0,100,1,0
390,0,100,1,0
391,0,100,1,0
392,0,100,1,0
393,0,100,1,0
394,0,100,1,0
395,0,100,1,0
396,0,100,1,0
397,0,100,1,0
398,0,100,1,0
399,0,100,1,0
400,0,100,1,0
401,0,100,1,0
402,0,100,1,0
403,0,100,1,0
404,0,100,1,0
405,0,100,1,0
406,0,100,1,0
407,0,100,1,0
408,0,100,1,0
409,0,100,1,0
410,0,100,1,0
411,0,100,1,0
412,0,100,1,0
413,0,100,1,0
414,0,100,1,0
415,0,100,1,0
416,0,100,1,0
417,0,100,1,0
418,0,100,1,0
419,0,100,1,0
420,0,100,1,0
421,0,100,0,100
422,0,100,0,100
423,0,100,0,100
424,0,100,0,100
425,0,100,0,100
426,0,100,0,100
427,0,100,0,100
428,0,100,0,100
429,0,100,0,100
430,0,100,0,100
431,0,100,0,100
432,0,100,0,100
433,0,100,0,100
434,0,100,0,100
435,0,100,0,100
436,0,100,0,100
437,0,100,0,100
438,0,100,0,100
439,0,100,0,100
440,0,100,0,100
441,0,100,0,100
442,0,100,0,100
443,0,100,0,100
444,0,100,0,100
445,0,100,0,100
446,0,100,0,100
447,0,100,0,100
448,0,100,0,100
449,0,100,0,100
450,0,100,0,100
451,0,100,0,100
452,0,100,0,100
453,0,100,0,100
454,0,100,0,100
455,0,100,0,100
456,0,100,0,100
457,0,100,0,100
458,0,100,0,100
459,0,100,0,100
460,0,100,0,100
461,0,100,0,100
462,0,100,0,100
463,0,100,0,100
464,0,100,0,100
465,0,100,0,100
466,0,100,0,100
467,0,100,0,100
468,0,100,0,100
469,0,100,0,100
470,0,100,0,100
471,0,100,0,100
472,0,100,0,100
473,0,100,0,100
474,0,100,0,100
475,0,100,0,100
476,0,100,0,100
477,0,100,0,100
478,0,100,0,100
479,0,100,0,100
480,0,100,0,100
481,0,100,0,100
482,0,100,0,100
483,0,100,0,100
484,0,100,0,100
485,0,100,0,100
486,0,100,0,100
487,0,100,0,100
488,0,100,0,100
489,0,100,0,100
490,0,100,0,100
491,0,100,0,100
492,0,100,0,100
493,0,100,0,100
494,0,100,0,100
495,0,100,0,100
496,0,100,0,100
497,0,100,0,100
498,0,100,0,100
499,0,100,0,100
500,0,100,0,100
501,0,100,0,100
502,0,100,0,100
503,0,100,0,100
504,0,100,0,100
505,0,100,0,100
506,0,100,0,100
507,0,100,0,100
508,0,100,0,100
509,0,100,0,100
510,0,100,0,100
511,0,100,0,100
512,0,100,0,100
513,0,100,0,100
514,0,100,0,100
515,0,100,0,100
516,0,100,0,100
517,0,100,0,100
518,0,100,0,100
519,0,100,0,100
520,0,100,0,100
521,0,100,0,100
522,0,100,0,100
523,0,100,0,100
524,0,100,0,100
525,0,100,0,100
526,0,100,0,100
527,0,100,0,100
528,0,100,0,100
529,0,100,0,100
530,0,100,0,100
531,0,100,0,100
532,0,100,0,100
533,0,100,0,100
534,0,100,0,100
535,0,100,0,100
536,0,100,0,100
537,0,100,0,100
538,0,100,0,100
539,0,100,0,100
540,0,100,0,100
541,0,100,0,100
542,0,100,0,100
543,0,100,0,100
544,0,100,0,100
545,0,100,0,100
546,0,100,0,100
547,0,100,0,100
548,0,100,0,100
549,0,100,0,100
550,0,100,0,100
551,0,100,0,100
552,0,100,0,100
553,0,100,0,100
554,0,100,0,100
555,0,100,0,100
556,0,100,0,100
557,0,100,0,100
558,0,100,0,100
559,0,100,0,100
560,0,100,0,100
561,0,100,0,100
562,0,100,0,100
563,0,100,0,100
564,0,100,0,100
565,0,100,0,100
566,0,100,0,100
567,0,100,0,100
568,0,100,0,100
569,0,100,0,100
570,0,100,0,100
571,0,100,0,100
572,0,100,0,100
573,0,100,0,100
574,0,100,0,100
575,0,100,0,100
576,0,100,0,100
577,0,100,0,100
578,0,100,0,100
579,0,100,0,100
580,0,100,0,100
581,0,100,0,100
582,0,100,0,100
583,0,100,0,100
584,0,100,0,100
585,0,100,0,100
586,0,100,0,100
587,0,100,0,100
588,0,100,0,100
589,0,100,0,100
590,0,100,0,100
591,0,100,0,100
592,0,100,0,100
593,0,100,0,100
594,0,100,0,100
595,0,100,0,100
596,0,100,0,100
597,0,100,0,100
598,0,100,0,100
599,0,100,0,100
600,0,100,0,100
601,0,100,0,100
602,0,100,0,100
603,0,100,0,100
604,0,100,0,100
605,0,100,0,100
606,0,100,0,100
607,0,100,0,100
